enzyme	gtpred_enzyme	length	identity	gaps	score
Zm_85854	UGT74F1	144	38.9	5.6	219.0
Zm_85854	UGT74F2	132	41.7	6.1	223.0
Zm_85854	UGT74B1	477	28.9	9.9	247.0
Zm_85854	UGT78D2	467	28.3	8.1	260.0
Zm_85854	UGT78D1	135	36.3	3.7	213.0
Zm_85854	UGT71C1	479	32.6	7.7	430.0
Zm_85854	UGT71C2	398	33.2	6.5	402.0
Zm_85854	UGT71C3	488	33.0	8.4	439.0
Zm_85854	UGT71C4	478	32.8	7.5	461.0
Zm_85854	UGT71C5	481	33.1	9.1	434.0
Zm_85854	UGT71B8	441	33.6	5.4	493.0
Zm_85854	UGT71B6	431	30.4	5.1	424.0
Zm_85854	UGT71B5	443	32.5	3.8	492.0
Zm_85854	UGT71B1	447	31.3	5.4	465.0
Zm_85854	UGT88A1	472	32.2	5.5	539.0
Zm_85854	UGT72E2	475	41.9	5.5	797.0
Zm_85854	UGT72E3	475	40.4	5.5	767.0
Zm_85854	UGT72E1	472	38.8	4.7	748.0
Zm_85854	UGT72D1	477	39.0	6.5	743.0
Zm_85854	UGT72C1	456	34.9	5.0	616.0
Zm_85854	UGT72B3	469	50.7	3.0	1152.0
Zm_85854	UGT72B1	474	48.9	3.2	1114.0
Zm_85854	UGT73C3	411	28.0	6.8	298.0
Zm_85854	UGT73C4	413	28.3	7.7	303.0
Zm_85854	UGT73C5	425	28.9	7.3	327.0
Zm_85854	UGT73C6	413	29.3	8.2	297.0
Zm_85854	UGT73C1	419	27.2	6.4	276.0
Zm_85854	UGT73C7	422	31.0	7.6	317.0
Zm_85854	UGT73B2	223	38.1	9.9	264.0
Zm_85854	UGT73B3	379	30.1	9.5	275.0
Zm_85854	UGT73B1	372	29.0	7.5	271.0
Zm_85854	UGT73B4	359	33.4	7.8	337.0
Zm_85854	UGT73B5	294	33.0	7.5	296.0
Zm_85854	UGT89B1	472	28.2	6.4	321.0
Zm_85854	UGT89C1	266	36.1	4.5	363.0
Zm_85854	VVGT1	467	28.3	9.2	272.0
Zm_85854	UGT76C4	236	36.9	6.4	299.0
At_72E2	UGT76E5	461	28.0	8.5	287.0
At_72E2	UGT76E4	470	30.2	7.2	409.0
At_72E2	UGT76E1	448	31.5	6.7	424.0
At_72E2	UGT76E2	446	31.8	7.2	422.0
At_72E2	UGT76E12	456	31.4	8.1	394.0
At_72E2	UGT76E11	455	32.1	8.1	399.0
At_72E2	UGT85A5	466	32.0	10.1	327.0
At_72E2	UGT85A4	471	30.1	11.0	326.0
At_72E2	UGT84A3	472	27.3	10.8	215.0
At_72E2	UGT84A4	472	25.8	9.5	230.0
At_72E2	UGT84A2	479	25.9	10.0	208.0
At_72E2	UGT84A1	469	27.5	9.4	251.0
At_72E2	UGT84B1	116	42.2	4.3	222.0
At_72E2	UGT84B2	119	41.2	4.2	223.0
At_72E2	UGT75B1	252	36.1	6.0	334.0
At_72E2	UGT75D1	311	29.3	6.1	271.0
At_72E2	UGT74F1	130	40.8	3.8	246.0
At_72E2	UGT74F2	131	42.0	2.3	264.0
At_72E2	UGT74B1	131	42.0	6.1	222.0
At_72E2	UGT78D2	351	31.1	9.4	263.0
At_72E2	UGT78D1	460	27.6	7.4	265.0
At_72E2	UGT71C1	387	35.4	8.5	428.0
At_72E2	UGT71C2	388	34.5	8.8	417.0
At_72E2	UGT71C3	383	33.2	7.3	373.0
At_72E2	UGT71C4	451	31.7	7.8	418.0
At_72E2	UGT71C5	367	33.8	6.5	381.0
At_72E2	UGT71B8	338	35.2	6.5	390.0
At_72E2	UGT71B6	460	30.4	7.2	427.0
At_72E2	UGT71B5	409	34.0	7.3	438.0
At_72E2	UGT71B1	467	31.5	6.6	482.0
At_72E2	UGT88A1	463	32.6	6.5	525.0
At_72E2	UGT72E2	481	100.0	0.0	2519.0
At_72E2	UGT72E3	481	85.7	0.0	2167.0
At_72E2	UGT72E1	479	67.8	1.7	1684.0
At_72E2	UGT72D1	473	44.2	4.0	963.0
At_72E2	UGT72C1	451	42.4	2.9	892.0
At_72E2	UGT72B3	458	40.8	4.8	801.0
At_72E2	UGT72B1	457	42.5	4.2	848.0
At_72E2	UGT73C3	478	29.3	9.2	285.0
At_72E2	UGT73C4	448	30.4	10.5	282.0
At_72E2	UGT73C5	446	29.1	9.4	278.0
At_72E2	UGT73C6	346	31.2	8.4	288.0
At_72E2	UGT73C1	268	35.4	10.8	272.0
At_72E2	UGT73C7	420	29.8	9.0	258.0
At_72E2	UGT73B2	142	43.0	5.6	270.0
At_72E2	UGT73B3	364	33.5	9.9	283.0
At_72E2	UGT73B1	215	40.0	11.6	273.0
At_72E2	UGT73B4	363	33.3	8.3	343.0
At_72E2	UGT73B5	363	34.4	9.1	342.0
At_72E2	UGT89B1	417	32.4	8.9	344.0
At_72E2	UGT89C1	272	34.9	7.7	329.0
At_72E2	VVGT1	463	30.0	9.7	281.0
At_72E2	UGT76C4	456	31.4	6.6	343.0
At_72B1	UGT76E5	466	28.3	8.4	325.0
At_72B1	UGT76E4	458	29.0	6.8	391.0
At_72B1	UGT76E1	464	29.3	6.0	406.0
At_72B1	UGT76E2	463	28.7	6.0	416.0
At_72B1	UGT76E12	465	31.2	5.8	432.0
At_72B1	UGT76E11	465	30.8	6.2	408.0
At_72B1	UGT85A5	484	32.4	9.3	401.0
At_72B1	UGT85A4	467	34.5	8.8	447.0
At_72B1	UGT84A3	497	27.8	7.0	338.0
At_72B1	UGT84A4	472	28.2	7.0	351.0
At_72B1	UGT84A2	495	29.1	8.3	362.0
At_72B1	UGT84A1	491	28.9	6.3	362.0
At_72B1	UGT84B1	321	32.4	9.0	265.0
At_72B1	UGT84B2	264	33.3	10.6	250.0
At_72B1	UGT75B1	458	29.7	5.5	424.0
At_72B1	UGT75D1	470	30.2	8.3	354.0
At_72B1	UGT74F1	459	25.1	5.9	296.0
At_72B1	UGT74F2	469	28.6	7.0	314.0
At_72B1	UGT74B1	467	30.0	8.1	297.0
At_72B1	UGT78D2	464	26.9	6.2	302.0
At_72B1	UGT78D1	344	28.8	7.8	260.0
At_72B1	UGT71C1	481	33.7	7.5	514.0
At_72B1	UGT71C2	400	35.0	5.5	487.0
At_72B1	UGT71C3	402	34.6	6.0	475.0
At_72B1	UGT71C4	479	36.1	8.6	556.0
At_72B1	UGT71C5	481	35.1	8.5	495.0
At_72B1	UGT71B8	475	36.0	6.5	568.0
At_72B1	UGT71B6	467	35.1	5.4	544.0
At_72B1	UGT71B5	466	35.0	3.9	573.0
At_72B1	UGT71B1	467	34.0	5.4	546.0
At_72B1	UGT88A1	466	35.4	4.1	688.0
At_72B1	UGT72E2	457	42.5	4.2	848.0
At_72B1	UGT72E3	482	41.3	4.1	856.0
At_72B1	UGT72E1	463	41.3	3.7	835.0
At_72B1	UGT72D1	465	38.5	4.3	761.0
At_72B1	UGT72C1	451	39.5	5.3	724.0
At_72B1	UGT72B3	476	72.1	0.2	1837.0
At_72B1	UGT72B1	480	100.0	0.0	2501.0
At_72B1	UGT73C3	485	32.0	8.9	391.0
At_72B1	UGT73C4	476	31.7	8.2	378.0
At_72B1	UGT73C5	492	30.1	8.5	379.0
At_72B1	UGT73C6	476	30.0	8.2	374.0
At_72B1	UGT73C1	483	31.9	8.9	394.0
At_72B1	UGT73C7	489	31.1	8.6	344.0
At_72B1	UGT73B2	369	32.0	8.1	346.0
At_72B1	UGT73B3	391	32.2	8.7	373.0
At_72B1	UGT73B1	356	32.9	7.6	346.0
At_72B1	UGT73B4	378	34.7	7.4	424.0
At_72B1	UGT73B5	378	34.1	8.2	413.0
At_72B1	UGT89B1	471	29.7	7.6	338.0
At_72B1	UGT89C1	265	36.2	4.9	381.0
At_72B1	VVGT1	475	29.1	7.6	322.0
At_72B1	UGT76C4	466	27.9	6.7	336.0
Mt_78G1	UGT76E5	401	28.4	3.5	411.0
Mt_78G1	UGT76E4	405	28.9	4.0	424.0
Mt_78G1	UGT76E1	436	28.7	4.4	446.0
Mt_78G1	UGT76E2	437	28.8	4.6	446.0
Mt_78G1	UGT76E12	438	27.4	4.6	411.0
Mt_78G1	UGT76E11	438	28.5	5.0	401.0
Mt_78G1	UGT85A5	468	27.8	7.5	343.0
Mt_78G1	UGT85A4	473	29.2	7.8	355.0
Mt_78G1	UGT84A3	471	27.0	5.9	343.0
Mt_78G1	UGT84A4	467	28.7	7.1	328.0
Mt_78G1	UGT84A2	461	25.6	5.9	308.0
Mt_78G1	UGT84A1	467	27.6	7.3	301.0
Mt_78G1	UGT84B1	459	27.0	7.4	321.0
Mt_78G1	UGT84B2	448	28.1	5.8	358.0
Mt_78G1	UGT75B1	456	25.7	6.8	298.0
Mt_78G1	UGT75D1	466	29.2	7.9	339.0
Mt_78G1	UGT74F1	450	25.3	6.2	316.0
Mt_78G1	UGT74F2	455	25.9	6.2	331.0
Mt_78G1	UGT74B1	192	35.4	2.1	305.0
Mt_78G1	UGT78D2	447	51.0	1.6	1170.0
Mt_78G1	UGT78D1	443	45.1	1.8	993.0
Mt_78G1	UGT71C1	285	28.8	7.4	279.0
Mt_78G1	UGT71C2	289	31.8	8.7	286.0
Mt_78G1	UGT71C3	150	42.0	5.3	275.0
Mt_78G1	UGT71C4	247	33.2	8.5	264.0
Mt_78G1	UGT71C5	278	33.1	7.6	316.0
Mt_78G1	UGT71B8	295	28.8	7.1	216.0
Mt_78G1	UGT71B6	82	43.9	2.4	184.0
Mt_78G1	UGT71B5	82	47.6	2.4	213.0
Mt_78G1	UGT71B1	67	52.2	0.0	201.0
Mt_78G1	UGT88A1	414	28.7	5.1	384.0
Mt_78G1	UGT72E2	455	29.0	8.6	276.0
Mt_78G1	UGT72E3	455	27.9	8.6	260.0
Mt_78G1	UGT72E1	134	45.5	4.5	280.0
Mt_78G1	UGT72D1	383	28.7	8.9	242.0
Mt_78G1	UGT72C1	138	42.0	2.2	276.0
Mt_78G1	UGT72B3	458	29.5	5.9	340.0
Mt_78G1	UGT72B1	454	29.1	7.0	333.0
Mt_78G1	UGT73C3	213	44.6	9.9	302.0
Mt_78G1	UGT73C4	478	29.5	9.4	309.0
Mt_78G1	UGT73C5	213	40.4	9.9	271.0
Mt_78G1	UGT73C6	394	31.0	9.4	292.0
Mt_78G1	UGT73C1	213	41.8	9.9	286.0
Mt_78G1	UGT73C7	209	39.7	10.0	271.0
Mt_78G1	UGT73B2	140	47.1	2.9	303.0
Mt_78G1	UGT73B3	398	31.9	8.0	303.0
Mt_78G1	UGT73B1	211	38.9	5.7	315.0
Mt_78G1	UGT73B4	399	31.3	8.3	285.0
Mt_78G1	UGT73B5	366	33.3	7.9	301.0
Mt_78G1	UGT89B1	205	36.6	3.9	298.0
Mt_78G1	UGT89C1	198	37.9	7.1	246.0
Mt_78G1	VVGT1	443	49.4	0.9	1137.0
Mt_78G1	UGT76C4	367	29.7	4.4	389.0
MT_71G1	UGT76E5	397	29.2	4.8	330.0
MT_71G1	UGT76E4	409	27.9	4.6	339.0
MT_71G1	UGT76E1	472	27.8	6.4	358.0
MT_71G1	UGT76E2	462	27.5	5.8	358.0
MT_71G1	UGT76E12	457	27.6	6.3	323.0
MT_71G1	UGT76E11	456	27.6	6.4	325.0
MT_71G1	UGT85A5	471	27.6	6.4	340.0
MT_71G1	UGT85A4	446	27.1	6.3	315.0
MT_71G1	UGT84A3	472	25.6	4.7	321.0
MT_71G1	UGT84A4	463	25.3	5.0	315.0
MT_71G1	UGT84A2	364	26.9	4.4	309.0
MT_71G1	UGT84A1	376	29.8	6.6	289.0
MT_71G1	UGT84B1	308	32.1	4.2	377.0
MT_71G1	UGT84B2	303	31.4	3.3	374.0
MT_71G1	UGT75B1	309	31.4	7.8	315.0
MT_71G1	UGT75D1	258	32.6	9.3	246.0
MT_71G1	UGT74F1	206	34.0	4.4	319.0
MT_71G1	UGT74F2	288	32.3	7.6	326.0
MT_71G1	UGT74B1	462	26.2	5.8	333.0
MT_71G1	UGT78D2	409	27.4	6.1	294.0
MT_71G1	UGT78D1	414	28.5	7.5	294.0
MT_71G1	UGT71C1	476	45.0	6.1	955.0
MT_71G1	UGT71C2	475	46.3	5.5	1019.0
MT_71G1	UGT71C3	473	47.1	4.0	1048.0
MT_71G1	UGT71C4	474	46.8	5.1	1033.0
MT_71G1	UGT71C5	484	46.3	6.6	980.0
MT_71G1	UGT71B8	483	40.8	6.8	730.0
MT_71G1	UGT71B6	477	43.4	7.5	784.0
MT_71G1	UGT71B5	476	40.1	6.5	717.0
MT_71G1	UGT71B1	476	39.5	7.6	717.0
MT_71G1	UGT88A1	461	34.7	5.2	615.0
MT_71G1	UGT72E2	468	26.9	9.0	340.0
MT_71G1	UGT72E3	469	27.1	8.5	324.0
MT_71G1	UGT72E1	471	28.9	8.1	401.0
MT_71G1	UGT72D1	446	27.6	6.1	405.0
MT_71G1	UGT72C1	452	28.8	7.7	348.0
MT_71G1	UGT72B3	480	35.6	9.0	489.0
MT_71G1	UGT72B1	467	35.1	7.9	496.0
MT_71G1	UGT73C3	367	30.5	7.6	348.0
MT_71G1	UGT73C4	356	30.3	8.4	334.0
MT_71G1	UGT73C5	398	30.2	8.3	340.0
MT_71G1	UGT73C6	368	30.7	8.2	328.0
MT_71G1	UGT73C1	367	30.2	7.9	339.0
MT_71G1	UGT73C7	355	30.7	8.2	330.0
MT_71G1	UGT73B2	360	28.3	6.1	338.0
MT_71G1	UGT73B3	391	29.4	6.9	370.0
MT_71G1	UGT73B1	356	33.7	5.3	413.0
MT_71G1	UGT73B4	397	31.7	6.5	386.0
MT_71G1	UGT73B5	387	31.5	6.2	388.0
MT_71G1	UGT89B1	470	27.9	6.6	368.0
MT_71G1	UGT89C1	264	29.5	6.4	260.0
MT_71G1	VVGT1	290	31.7	5.9	318.0
MT_71G1	UGT76C4	329	30.4	5.8	303.0
Pt_UGT1	UGT76E5	472	29.7	8.3	298.0
Pt_UGT1	UGT76E4	465	32.0	7.7	402.0
Pt_UGT1	UGT76E1	458	30.3	7.0	382.0
Pt_UGT1	UGT76E2	459	29.6	6.8	371.0
Pt_UGT1	UGT76E12	461	30.6	7.2	378.0
Pt_UGT1	UGT76E11	461	32.1	7.6	392.0
Pt_UGT1	UGT85A5	478	31.4	9.2	384.0
Pt_UGT1	UGT85A4	488	32.6	9.2	382.0
Pt_UGT1	UGT84A3	482	29.0	9.8	268.0
Pt_UGT1	UGT84A4	481	27.4	8.3	283.0
Pt_UGT1	UGT84A2	484	28.3	9.3	291.0
Pt_UGT1	UGT84A1	480	27.7	6.9	336.0
Pt_UGT1	UGT84B1	207	37.7	9.7	259.0
Pt_UGT1	UGT84B2	460	27.8	7.6	269.0
Pt_UGT1	UGT75B1	461	27.5	5.2	353.0
Pt_UGT1	UGT75D1	469	27.1	6.0	294.0
Pt_UGT1	UGT74F1	471	30.1	9.3	288.0
Pt_UGT1	UGT74F2	467	27.2	6.2	292.0
Pt_UGT1	UGT74B1	459	26.8	4.6	317.0
Pt_UGT1	UGT78D2	367	30.2	8.4	288.0
Pt_UGT1	UGT78D1	395	27.8	8.4	250.0
Pt_UGT1	UGT71C1	403	32.8	6.5	447.0
Pt_UGT1	UGT71C2	403	34.5	6.2	468.0
Pt_UGT1	UGT71C3	406	36.2	7.1	477.0
Pt_UGT1	UGT71C4	484	36.2	8.5	521.0
Pt_UGT1	UGT71C5	479	37.2	9.6	481.0
Pt_UGT1	UGT71B8	474	34.0	6.8	507.0
Pt_UGT1	UGT71B6	467	30.6	5.1	476.0
Pt_UGT1	UGT71B5	470	31.9	4.9	512.0
Pt_UGT1	UGT71B1	468	32.3	5.1	485.0
Pt_UGT1	UGT88A1	470	34.3	4.7	644.0
Pt_UGT1	UGT72E2	468	39.1	4.1	774.0
Pt_UGT1	UGT72E3	467	37.9	3.6	767.0
Pt_UGT1	UGT72E1	461	37.5	3.0	720.0
Pt_UGT1	UGT72D1	469	37.1	4.1	724.0
Pt_UGT1	UGT72C1	452	36.9	3.8	646.0
Pt_UGT1	UGT72B3	464	56.2	0.9	1344.0
Pt_UGT1	UGT72B1	464	61.2	0.6	1463.0
Pt_UGT1	UGT73C3	446	29.4	7.2	332.0
Pt_UGT1	UGT73C4	459	30.9	8.1	362.0
Pt_UGT1	UGT73C5	482	28.2	7.7	313.0
Pt_UGT1	UGT73C6	477	28.1	7.5	313.0
Pt_UGT1	UGT73C1	447	29.5	7.8	329.0
Pt_UGT1	UGT73C7	478	31.6	8.4	321.0
Pt_UGT1	UGT73B2	377	31.0	9.3	304.0
Pt_UGT1	UGT73B3	363	31.7	9.4	317.0
Pt_UGT1	UGT73B1	358	33.0	7.8	310.0
Pt_UGT1	UGT73B4	360	34.7	7.8	390.0
Pt_UGT1	UGT73B5	360	34.2	8.6	370.0
Pt_UGT1	UGT89B1	463	31.7	5.6	411.0
Pt_UGT1	UGT89C1	265	33.6	5.3	330.0
Pt_UGT1	VVGT1	464	28.9	8.0	321.0
Pt_UGT1	UGT76C4	462	29.2	7.4	298.0
Nt_UGT1	UGT76E5	470	30.4	8.5	298.0
Nt_UGT1	UGT76E4	472	31.8	7.6	371.0
Nt_UGT1	UGT76E1	464	29.5	6.7	370.0
Nt_UGT1	UGT76E2	463	27.9	6.5	367.0
Nt_UGT1	UGT76E12	460	30.9	7.0	394.0
Nt_UGT1	UGT76E11	467	31.9	7.7	378.0
Nt_UGT1	UGT85A5	485	28.9	9.5	325.0
Nt_UGT1	UGT85A4	473	26.2	6.3	310.0
Nt_UGT1	UGT84A3	489	27.4	9.6	265.0
Nt_UGT1	UGT84A4	489	27.6	8.4	266.0
Nt_UGT1	UGT84A2	486	27.2	9.3	280.0
Nt_UGT1	UGT84A1	480	28.5	6.9	335.0
Nt_UGT1	UGT84B1	470	27.7	8.5	268.0
Nt_UGT1	UGT84B2	464	27.2	7.8	260.0
Nt_UGT1	UGT75B1	472	26.9	5.3	344.0
Nt_UGT1	UGT75D1	250	35.2	7.2	300.0
Nt_UGT1	UGT74F1	466	26.4	6.0	304.0
Nt_UGT1	UGT74F2	464	27.4	5.2	317.0
Nt_UGT1	UGT74B1	471	26.5	3.8	348.0
Nt_UGT1	UGT78D2	473	27.7	6.6	293.0
Nt_UGT1	UGT78D1	454	27.1	7.3	263.0
Nt_UGT1	UGT71C1	495	32.9	8.5	471.0
Nt_UGT1	UGT71C2	483	34.6	8.5	489.0
Nt_UGT1	UGT71C3	487	34.5	8.4	485.0
Nt_UGT1	UGT71C4	484	35.3	9.3	535.0
Nt_UGT1	UGT71C5	479	33.0	9.8	389.0
Nt_UGT1	UGT71B8	470	33.2	5.7	533.0
Nt_UGT1	UGT71B6	469	33.7	6.6	518.0
Nt_UGT1	UGT71B5	469	32.0	4.9	545.0
Nt_UGT1	UGT71B1	476	33.2	4.8	558.0
Nt_UGT1	UGT88A1	464	38.1	5.4	698.0
Nt_UGT1	UGT72E2	455	42.0	3.7	850.0
Nt_UGT1	UGT72E3	458	39.1	3.7	814.0
Nt_UGT1	UGT72E1	464	40.9	4.5	816.0
Nt_UGT1	UGT72D1	471	39.5	3.8	836.0
Nt_UGT1	UGT72C1	452	37.8	4.0	708.0
Nt_UGT1	UGT72B3	463	60.0	1.1	1447.0
Nt_UGT1	UGT72B1	467	62.7	0.9	1545.0
Nt_UGT1	UGT73C3	455	29.2	7.5	322.0
Nt_UGT1	UGT73C4	493	29.2	9.1	314.0
Nt_UGT1	UGT73C5	484	29.1	9.1	311.0
Nt_UGT1	UGT73C6	455	27.9	7.5	314.0
Nt_UGT1	UGT73C1	456	29.2	8.1	300.0
Nt_UGT1	UGT73C7	486	33.5	10.7	326.0
Nt_UGT1	UGT73B2	373	31.9	8.6	319.0
Nt_UGT1	UGT73B3	384	31.2	8.3	345.0
Nt_UGT1	UGT73B1	220	37.3	6.4	323.0
Nt_UGT1	UGT73B4	225	40.4	5.8	397.0
Nt_UGT1	UGT73B5	225	38.2	7.1	363.0
Nt_UGT1	UGT89B1	471	28.9	7.4	356.0
Nt_UGT1	UGT89C1	265	34.3	5.7	331.0
Nt_UGT1	VVGT1	459	27.5	7.0	322.0
Nt_UGT1	UGT76C4	467	27.4	7.1	334.0
