cas	cid	ID	Description	UGT	Accession	Polyphenol Name	Yield
1126-61-0	70775	153	At_UGT72E2	UGT72E2	Q9LVR1	4-Allylpyrocatechol	0
13677-79-7	83651	153	At_UGT72E2	UGT72E2	Q9LVR1	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	153	At_UGT72E2	UGT72E2	Q9LVR1	Homogentisic acid	0
31721-94-5	5281343	153	At_UGT72E2	UGT72E2	Q9LVR1	5,7-Dihydroxychromone	0
1983-81-9	54679630	153	At_UGT72E2	UGT72E2	Q9LVR1	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	153	At_UGT72E2	UGT72E2	Q9LVR1	2',3'-Dihydroxy-4'-methoxyacetophenone	1
529-84-0	5319502	153	At_UGT72E2	UGT72E2	Q9LVR1	4-Methylesculetin	0
2107-76-8	5354284	153	At_UGT72E2	UGT72E2	Q9LVR1	4-Methyllimetol	0
3843-74-1	689075	153	At_UGT72E2	UGT72E2	Q9LVR1	Methyl caffeate acid	0
4707-47-5	238398	153	At_UGT72E2	UGT72E2	Q9LVR1	Atraric acid	5
69039-02-7	155240	153	At_UGT72E2	UGT72E2	Q9LVR1	Hydroxytyrosol Acetate	0
121-79-9	4947	153	At_UGT72E2	UGT72E2	Q9LVR1	Propyl gallate	2
606-12-2	220295	153	At_UGT72E2	UGT72E2	Q9LVR1	2,4'-Dihydroxybenzophenone	0
531-95-3	91469	153	At_UGT72E2	UGT72E2	Q9LVR1	Equol	0
33626-08-3	6255462	153	At_UGT72E2	UGT72E2	Q9LVR1	4'-Methoxyresveratrol	0
86361-55-9	45382232	153	At_UGT72E2	UGT72E2	Q9LVR1	Gnetol	4
842-01-3	5413034	153	At_UGT72E2	UGT72E2	Q9LVR1	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	153	At_UGT72E2	UGT72E2	Q9LVR1	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	153	At_UGT72E2	UGT72E2	Q9LVR1	Isorhapontigenin	0
17817-31-1	5284649	153	At_UGT72E2	UGT72E2	Q9LVR1	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	153	At_UGT72E2	UGT72E2	Q9LVR1	Butein	0
20575-57-9	5280448	153	At_UGT72E2	UGT72E2	Q9LVR1	Calycosin	0
480-11-5	5320315	153	At_UGT72E2	UGT72E2	Q9LVR1	Oroxylin A	1
104594-70-9	5281787	153	At_UGT72E2	UGT72E2	Q9LVR1	Caffeic Acid Phenethyl Ester	0
2957-21-3	73571	153	At_UGT72E2	UGT72E2	Q9LVR1	Sakuranetin	0
552-58-9	440735	153	At_UGT72E2	UGT72E2	Q9LVR1	Eriodictyol	0
480-20-6	122850	153	At_UGT72E2	UGT72E2	Q9LVR1	Aromadendrin	1
1447-88-7	5281628	153	At_UGT72E2	UGT72E2	Q9LVR1	Hispidulin	1
548-77-6	5281811	153	At_UGT72E2	UGT72E2	Q9LVR1	Tectorigenin	1
37308-75-1	6293081	153	At_UGT72E2	UGT72E2	Q9LVR1	Flavokawain C	0
500-38-9	4534	153	At_UGT72E2	UGT72E2	Q9LVR1	Nordihydroguaiaretic acid	0
102036-29-3	13846689	153	At_UGT72E2	UGT72E2	Q9LVR1	Protosappanin B	0
108853-14-1	176096	153	At_UGT72E2	UGT72E2	Q9LVR1	Dendrophenol	1
520-11-6	5317284	153	At_UGT72E2	UGT72E2	Q9LVR1	6-Methoxyluteolin	0
41060-15-5	5320053	153	At_UGT72E2	UGT72E2	Q9LVR1	Neobavaisoflavone	0
19879-32-4	5321775	153	At_UGT72E2	UGT72E2	Q9LVR1	Bavachin	0
67979-25-3	155011	153	At_UGT72E2	UGT72E2	Q9LVR1	Aurantio-obtusin	0
18085-97-7	5379096	153	At_UGT72E2	UGT72E2	Q9LVR1	Jaceosidin	4
906-33-2	5280633	153	At_UGT72E2	UGT72E2	Q9LVR1	Neochlorogenic acid	0
548-76-5	5464170	153	At_UGT72E2	UGT72E2	Q9LVR1	Irigenin	0
27208-80-6	5281718	153	At_UGT72E2	UGT72E2	Q9LVR1	Polydatin	0
500-65-2	5320954	154	At_UGT72E3	UGT72E3	O81498	Rhapontigenin	2
446-72-0	5280961	154	At_UGT72E3	UGT72E3	O81498	Genistein	0
520-36-5	5280443	154	At_UGT72E3	UGT72E3	O81498	Apigenin	11
491-70-3	5280445	154	At_UGT72E3	UGT72E3	O81498	Luteolin	0
4773-96-0	5281647	154	At_UGT72E3	UGT72E3	O81498	Mangiferin	0
3681-93-4	5280441	154	At_UGT72E3	UGT72E3	O81498	Vitexin	0
1126-61-0	70775	154	At_UGT72E3	UGT72E3	O81498	4-Allylpyrocatechol	0
13677-79-7	83651	154	At_UGT72E3	UGT72E3	O81498	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	154	At_UGT72E3	UGT72E3	O81498	Homogentisic acid	0
31721-94-5	5281343	154	At_UGT72E3	UGT72E3	O81498	5,7-Dihydroxychromone	0
1983-81-9	54679630	154	At_UGT72E3	UGT72E3	O81498	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	154	At_UGT72E3	UGT72E3	O81498	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	154	At_UGT72E3	UGT72E3	O81498	4-Methylesculetin	0
2107-76-8	5354284	154	At_UGT72E3	UGT72E3	O81498	4-Methyllimetol	0
3843-74-1	689075	154	At_UGT72E3	UGT72E3	O81498	Methyl caffeate acid	0
4707-47-5	238398	154	At_UGT72E3	UGT72E3	O81498	Atraric acid	0
69039-02-7	155240	154	At_UGT72E3	UGT72E3	O81498	Hydroxytyrosol Acetate	0
121-79-9	4947	154	At_UGT72E3	UGT72E3	O81498	Propyl gallate	2
606-12-2	220295	154	At_UGT72E3	UGT72E3	O81498	2,4'-Dihydroxybenzophenone	0
531-95-3	91469	154	At_UGT72E3	UGT72E3	O81498	Equol	0
33626-08-3	6255462	154	At_UGT72E3	UGT72E3	O81498	4'-Methoxyresveratrol	0
86361-55-9	45382232	154	At_UGT72E3	UGT72E3	O81498	Gnetol	4
842-01-3	5413034	154	At_UGT72E3	UGT72E3	O81498	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	154	At_UGT72E3	UGT72E3	O81498	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	154	At_UGT72E3	UGT72E3	O81498	Isorhapontigenin	0
17817-31-1	5284649	154	At_UGT72E3	UGT72E3	O81498	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	154	At_UGT72E3	UGT72E3	O81498	Butein	0
20575-57-9	5280448	154	At_UGT72E3	UGT72E3	O81498	Calycosin	0
480-11-5	5320315	154	At_UGT72E3	UGT72E3	O81498	Oroxylin A	0
104594-70-9	5281787	154	At_UGT72E3	UGT72E3	O81498	Caffeic Acid Phenethyl Ester	1
2957-21-3	73571	154	At_UGT72E3	UGT72E3	O81498	Sakuranetin	0
552-58-9	440735	154	At_UGT72E3	UGT72E3	O81498	Eriodictyol	0
480-20-6	122850	154	At_UGT72E3	UGT72E3	O81498	Aromadendrin	1
1447-88-7	5281628	154	At_UGT72E3	UGT72E3	O81498	Hispidulin	0
548-77-6	5281811	154	At_UGT72E3	UGT72E3	O81498	Tectorigenin	0
37308-75-1	6293081	154	At_UGT72E3	UGT72E3	O81498	Flavokawain C	0
500-38-9	4534	154	At_UGT72E3	UGT72E3	O81498	Nordihydroguaiaretic acid	0
102036-29-3	13846689	154	At_UGT72E3	UGT72E3	O81498	Protosappanin B	0
108853-14-1	176096	154	At_UGT72E3	UGT72E3	O81498	Dendrophenol	1
520-11-6	5317284	154	At_UGT72E3	UGT72E3	O81498	6-Methoxyluteolin	0
41060-15-5	5320053	154	At_UGT72E3	UGT72E3	O81498	Neobavaisoflavone	0
19879-32-4	5321775	154	At_UGT72E3	UGT72E3	O81498	Bavachin	0
67979-25-3	155011	154	At_UGT72E3	UGT72E3	O81498	Aurantio-obtusin	1
18085-97-7	5379096	154	At_UGT72E3	UGT72E3	O81498	Jaceosidin	0
906-33-2	5280633	154	At_UGT72E3	UGT72E3	O81498	Neochlorogenic acid	0
548-76-5	5464170	154	At_UGT72E3	UGT72E3	O81498	Irigenin	0
27208-80-6	5281718	154	At_UGT72E3	UGT72E3	O81498	Polydatin	0
500-65-2	5320954	156	Mt_UGT78G1	UGT78G1	A6XNC6	Rhapontigenin	5
446-72-0	5280961	156	Mt_UGT78G1	UGT78G1	A6XNC6	Genistein	64
520-36-5	5280443	156	Mt_UGT78G1	UGT78G1	A6XNC6	Apigenin	28
491-70-3	5280445	156	Mt_UGT78G1	UGT78G1	A6XNC6	Luteolin	43
4773-96-0	5281647	156	Mt_UGT78G1	UGT78G1	A6XNC6	Mangiferin	0
3681-93-4	5280441	156	Mt_UGT78G1	UGT78G1	A6XNC6	Vitexin	0
1126-61-0	70775	156	Mt_UGT78G1	UGT78G1	A6XNC6	4-Allylpyrocatechol	2
13677-79-7	83651	156	Mt_UGT78G1	UGT78G1	A6XNC6	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	156	Mt_UGT78G1	UGT78G1	A6XNC6	Homogentisic acid	0
31721-94-5	5281343	156	Mt_UGT78G1	UGT78G1	A6XNC6	5,7-Dihydroxychromone	12
1983-81-9	54679630	156	Mt_UGT78G1	UGT78G1	A6XNC6	4,7-DIHYDROXYCOUMARIN	8
708-53-2	12820	156	Mt_UGT78G1	UGT78G1	A6XNC6	2',3'-Dihydroxy-4'-methoxyacetophenone	5
529-84-0	5319502	156	Mt_UGT78G1	UGT78G1	A6XNC6	4-Methylesculetin	24
2107-76-8	5354284	156	Mt_UGT78G1	UGT78G1	A6XNC6	4-Methyllimetol	48
3843-74-1	689075	156	Mt_UGT78G1	UGT78G1	A6XNC6	Methyl caffeate acid	11
4707-47-5	238398	156	Mt_UGT78G1	UGT78G1	A6XNC6	Atraric acid	3
69039-02-7	155240	156	Mt_UGT78G1	UGT78G1	A6XNC6	Hydroxytyrosol Acetate	0
121-79-9	4947	156	Mt_UGT78G1	UGT78G1	A6XNC6	Propyl gallate	18
606-12-2	220295	156	Mt_UGT78G1	UGT78G1	A6XNC6	2,4'-Dihydroxybenzophenone	4
531-95-3	91469	156	Mt_UGT78G1	UGT78G1	A6XNC6	Equol	16
33626-08-3	6255462	156	Mt_UGT78G1	UGT78G1	A6XNC6	4'-Methoxyresveratrol	7
86361-55-9	45382232	156	Mt_UGT78G1	UGT78G1	A6XNC6	Gnetol	5
842-01-3	5413034	156	Mt_UGT78G1	UGT78G1	A6XNC6	7,8-Dihydroxy-4-phenylcoumarin	18
7758-73-8	5398649	156	Mt_UGT78G1	UGT78G1	A6XNC6	5,7-Dihydroxy-4-phenylcoumarin	21
32507-66-7	5318650	156	Mt_UGT78G1	UGT78G1	A6XNC6	Isorhapontigenin	20
17817-31-1	5284649	156	Mt_UGT78G1	UGT78G1	A6XNC6	6,7,4'-Trihydroxyisoflavone	52
487-52-5	5281222	156	Mt_UGT78G1	UGT78G1	A6XNC6	Butein	8
20575-57-9	5280448	156	Mt_UGT78G1	UGT78G1	A6XNC6	Calycosin	7
480-11-5	5320315	156	Mt_UGT78G1	UGT78G1	A6XNC6	Oroxylin A	45
104594-70-9	5281787	156	Mt_UGT78G1	UGT78G1	A6XNC6	Caffeic Acid Phenethyl Ester	18
2957-21-3	73571	156	Mt_UGT78G1	UGT78G1	A6XNC6	Sakuranetin	10
552-58-9	440735	156	Mt_UGT78G1	UGT78G1	A6XNC6	Eriodictyol	5
480-20-6	122850	156	Mt_UGT78G1	UGT78G1	A6XNC6	Aromadendrin	7
1447-88-7	5281628	156	Mt_UGT78G1	UGT78G1	A6XNC6	Hispidulin	52
548-77-6	5281811	156	Mt_UGT78G1	UGT78G1	A6XNC6	Tectorigenin	10
37308-75-1	6293081	156	Mt_UGT78G1	UGT78G1	A6XNC6	Flavokawain C	33
500-38-9	4534	156	Mt_UGT78G1	UGT78G1	A6XNC6	Nordihydroguaiaretic acid	51
102036-29-3	13846689	156	Mt_UGT78G1	UGT78G1	A6XNC6	Protosappanin B	0
108853-14-1	176096	156	Mt_UGT78G1	UGT78G1	A6XNC6	Dendrophenol	2
520-11-6	5317284	156	Mt_UGT78G1	UGT78G1	A6XNC6	6-Methoxyluteolin	50
41060-15-5	5320053	156	Mt_UGT78G1	UGT78G1	A6XNC6	Neobavaisoflavone	61
19879-32-4	5321775	156	Mt_UGT78G1	UGT78G1	A6XNC6	Bavachin	28
67979-25-3	155011	156	Mt_UGT78G1	UGT78G1	A6XNC6	Aurantio-obtusin	59
18085-97-7	5379096	156	Mt_UGT78G1	UGT78G1	A6XNC6	Jaceosidin	48
906-33-2	5280633	156	Mt_UGT78G1	UGT78G1	A6XNC6	Neochlorogenic acid	0
548-76-5	5464170	156	Mt_UGT78G1	UGT78G1	A6XNC6	Irigenin	23
27208-80-6	5281718	156	Mt_UGT78G1	UGT78G1	A6XNC6	Polydatin	19
